1520616230.4378788 0.7178706414 -0.5030354702 1.3869264061 0.9995577063 -0.0257699852 -0.0056787047 -0.0137132035
1520616230.4462118 0.7178303884 -0.5029589937 1.3869700765 0.9995631713 -0.0256893053 -0.0062686799 -0.0131996139
1520616230.454546 0.7176651022 -0.5031836646 1.3869897241 0.9995571786 -0.0252554233 -0.0072669186 -0.0139571554
1520616230.4628787 0.7174565555 -0.5031484501 1.3869247336 0.9995588044 -0.024640331 -0.0084921943 -0.0142454618
1520616230.4712117 0.7171117957 -0.5030857599 1.386849293 0.9995592741 -0.0239423902 -0.0097308494 -0.0146058242
1520616230.4795458 0.7172405998 -0.5034098895 1.3871447978 0.9995291768 -0.0241103826 -0.0115346638 -0.0150686986
1520616230.4878788 0.7169087908 -0.5033175939 1.3871501657 0.9995168201 -0.0240508764 -0.0127400849 -0.0150123911
1520616230.4962118 0.7166526824 -0.5033510238 1.3870718425 0.9995078456 -0.0235119144 -0.0142141448 -0.0151398345
1520616230.5045447 0.7164170329 -0.5034328486 1.3871047758 0.9994836644 -0.0232247691 -0.0155142592 -0.0158846595
1520616230.512879 0.7162292716 -0.5034334789 1.3871408985 0.9994759271 -0.0226008876 -0.0166511142 -0.0161186697
1520616230.5212119 0.7160502569 -0.5035490568 1.3873179616 0.9994428224 -0.0228818868 -0.0178693157 -0.0164666824
1520616230.5295458 0.7159304744 -0.5036086224 1.387436197 0.9994431942 -0.0227368988 -0.0184186359 -0.0160339912
1520616230.5378788 0.7158177789 -0.5036677147 1.3874832465 0.9994321553 -0.0220104223 -0.0192796859 -0.016709339
1520616230.546212 0.7155927303 -0.5035566951 1.3875145087 0.9994329781 -0.0219908921 -0.0196375035 -0.0162631947
1520616230.554545 0.7156026909 -0.5033856266 1.3875895585 0.9994418161 -0.0227326145 -0.0196271532 -0.0146307671
1520616230.5628786 0.7155323959 -0.5031450025 1.3873808386 0.9994197039 -0.0225857724 -0.0210344547 -0.014411455
1520616230.5712118 0.7153512992 -0.5036003085 1.3876974584 0.9994149978 -0.0220032168 -0.0209203349 -0.0157435799
1520616230.579546 0.7154184828 -0.5033035207 1.3876122301 0.9994198786 -0.0217162806 -0.0217536589 -0.0146658678
1520616230.587879 0.7153791251 -0.5035972106 1.3880265693 0.9993904174 -0.0218800814 -0.0222244766 -0.0156884753
1520616230.5962117 0.7154613377 -0.5034217777 1.387953014 0.9993909397 -0.0213175938 -0.0230331698 -0.0152572286
1520616230.6045458 0.7152624478 -0.5034528208 1.3882392219 0.9993843983 -0.0220695882 -0.0227911834 -0.0149773049
1520616230.6128788 0.7153419343 -0.5032775486 1.3882041491 0.9993838171 -0.0215455761 -0.0234730579 -0.0147237821
1520616230.621212 0.7148818701 -0.503112797 1.3883506354 0.9993628038 -0.0227436292 -0.0233010413 -0.0146210528
1520616230.6295447 0.7149089199 -0.5028813536 1.3883059651 0.9993787194 -0.0226398762 -0.0231847982 -0.0138591636
1520616230.637879 0.7147527825 -0.5030648838 1.3887194529 0.9993843428 -0.0230594927 -0.0223776304 -0.014086758
1520616230.6462119 0.7146449592 -0.5028256689 1.3886301959 0.9993664899 -0.0232038508 -0.0229789145 -0.0141481339
1520616230.654546 0.71419095 -0.5027774563 1.3888723783 0.9993743352 -0.0237895332 -0.0218689705 -0.0143786106
1520616230.6628788 0.7141718961 -0.5026719156 1.3888959255 0.9993680991 -0.0235169475 -0.0222262476 -0.0147088254
1520616230.6712117 0.7139637791 -0.5027881209 1.3892996715 0.9993483786 -0.0247086225 -0.0217024955 -0.014876283
1520616230.679545 0.7137371592 -0.50266726 1.3891981856 0.9993301716 -0.0243356838 -0.0223500743 -0.0157307626
1520616230.6878788 0.7134929947 -0.5027320913 1.3895325653 0.9993230379 -0.0252489353 -0.0215107503 -0.0159136661
1520616230.6962118 0.7135613605 -0.5027283828 1.3895461914 0.9993615219 -0.0240940736 -0.021097565 -0.0158403563
1520616230.7045457 0.7132993537 -0.5027764984 1.3898130553 0.9993610496 -0.0247876377 -0.0202271139 -0.0159351647
1520616230.712879 0.7135557411 -0.5030590605 1.3901287139 0.9993193145 -0.0255489973 -0.0210905342 -0.0162279335
1520616230.721212 0.7130674687 -0.5029381949 1.3902398306 0.9993139767 -0.0259396946 -0.0205151774 -0.0166684047
1520616230.7295458 0.71325712 -0.5029598642 1.3904313152 0.9992962731 -0.0261480608 -0.0211539925 -0.0166056016
1520616230.7378788 0.7128259055 -0.5028885598 1.3906117173 0.99928541 -0.0266527291 -0.0208259625 -0.0168695171
1520616230.7462118 0.7130690821 -0.5028271833 1.3906851074 0.9992875879 -0.0263430696 -0.0214197857 -0.0164788362
1520616230.754545 0.7129262885 -0.5028685571 1.3909727801 0.9992837777 -0.0269045596 -0.0211072869 -0.0162036633
1520616230.7628787 0.7128775778 -0.5025629274 1.3907935849 0.999294741 -0.025978554 -0.0219785717 -0.0158769559
1520616230.7712119 0.7129690818 -0.502738012 1.3913256912 0.9992453576 -0.0273823065 -0.0226638819 -0.0156611951
1520616230.7795458 0.7128589827 -0.5022097329 1.3907570645 0.9992903516 -0.0254311454 -0.0233717579 -0.0150270074
1520616230.787879 0.7131430614 -0.5024588931 1.3911794791 0.9993126085 -0.0247397921 -0.0232688712 -0.0148597683
1520616230.7962117 0.7132285444 -0.5017636664 1.3909697622 0.9993487095 -0.0246882513 -0.0235704597 -0.0117081424
1520616230.8045447 0.7131736786 -0.50192507 1.3909061587 0.9993755474 -0.0229581205 -0.0236310264 -0.0127677144
1520616230.8128788 0.713496272 -0.5017999766 1.3910020071 0.9994012805 -0.0220059976 -0.024074562 -0.0115426229
1520616230.8212118 0.713767204 -0.5017462908 1.3909596912 0.9994210417 -0.0204166193 -0.0248286819 -0.0111480798
1520616230.8295457 0.7139282828 -0.5015573762 1.3908185534 0.9994529137 -0.0189452187 -0.0250870071 -0.0102758928
1520616230.8378787 0.7138854263 -0.5011485618 1.3904811716 0.9994707597 -0.0174524843 -0.025732538 -0.0095628374
1520616230.846212 0.7140628523 -0.5009769146 1.390345402 0.9995028433 -0.0158191042 -0.0258868462 -0.0085844876
1520616230.8545458 0.7142651533 -0.5007987254 1.3901979556 0.9995297908 -0.0142266211 -0.0260775239 -0.007600222
1520616230.8628788 0.7144377366 -0.5005624824 1.3899918413 0.9995551861 -0.0124100581 -0.0262674047 -0.0067412117
1520616230.8712118 0.7145044969 -0.5002781675 1.3898916156 0.9995646763 -0.0117284068 -0.0265530676 -0.005276079
1520616230.8795447 0.7146781908 -0.5000448473 1.3898133754 0.999573913 -0.0100738406 -0.0270086299 -0.0045873829
1520616230.887879 0.7148680243 -0.4998831836 1.389763875 0.9995756304 -0.0088486229 -0.027490087 -0.0038152462
1520616230.8962116 0.7150270564 -0.4997061272 1.3897247508 0.9995747866 -0.0075990627 -0.0279696508 -0.0031935695
1520616230.9045458 0.7151692055 -0.4994877768 1.3896554012 0.9995686747 -0.006431126 -0.028534387 -0.0026256487
1520616230.9128788 0.7153686524 -0.4994646125 1.3897104364 0.999545301 -0.0056646544 -0.0294934217 -0.0026909181
1520616230.921212 0.7154657586 -0.4992322486 1.3896273629 0.9995485901 -0.0050323381 -0.0295721301 -0.0016675389
1520616230.9295447 0.7156296662 -0.4991404127 1.389649531 0.9995488932 -0.0044133487 -0.0296841856 -0.0011754262
1520616230.9378788 0.7157652 -0.4990217264 1.3896327785 0.9995408875 -0.0039531527 -0.0300260294 -0.0009079284
1520616230.9462118 0.71592097 -0.4989268858 1.3896294717 0.9995376563 -0.0037538992 -0.0301655827 -0.000647651
1520616230.954546 0.7160404229 -0.4988000497 1.3896342641 0.9995489321 -0.0033505417 -0.0298432047 -0.0002990507
1520616230.9628787 0.7162035282 -0.4987478326 1.3896170735 0.9995540026 -0.0032159099 -0.0296892841 1.11606e-05
1520616230.9712117 0.7163377796 -0.4986489488 1.3896327345 0.9995594563 -0.0032096653 -0.0295054126 0.000148349
1520616230.9795458 0.7164910957 -0.4985984922 1.3896564226 0.9995624155 -0.0033433655 -0.0293884037 0.0003482127
1520616230.9878788 0.7165977124 -0.4986172427 1.3897442025 0.9995676556 -0.0038612328 -0.0291430562 0.0005244267
1520616230.9962118 0.7167210899 -0.4985641723 1.3897725362 0.9995740065 -0.0042679142 -0.0288658722 0.0005932531
1520616231.0045447 0.7168395623 -0.4985406789 1.3897944765 0.9995786605 -0.0046458807 -0.0286454284 0.0005972826
1520616231.012879 0.7169497421 -0.4985161237 1.3898175977 0.9995830441 -0.0051913732 -0.0283972795 0.0006180834
1520616231.0212119 0.7170397607 -0.4984956031 1.3897880239 0.999584349 -0.0057245432 -0.0282515067 0.0004596091
1520616231.0295458 0.7171534442 -0.4985123543 1.3897884662 0.9995905999 -0.0064117577 -0.0278808014 0.0004277208
1520616231.0378788 0.717279967 -0.4985419413 1.3897803343 0.9995968905 -0.0071237595 -0.0274800735 0.0003924928
1520616231.046212 0.7173831268 -0.4985106875 1.3897678235 0.9996019439 -0.0076302578 -0.0271603063 0.0002251154
1520616231.054545 0.7174983458 -0.4985484036 1.3897930612 0.9996038755 -0.0084146527 -0.0268561798 0.0001770415
1520616231.0628786 0.7176174492 -0.4985998185 1.3898114999 0.9996019757 -0.0091855949 -0.0266741963 4.72565e-05
1520616231.0712118 0.7177505566 -0.4986451244 1.3897922042 0.9995954535 -0.0097972466 -0.0267004252 -0.0001747925
1520616231.079546 0.7178145794 -0.4987720166 1.3898826416 0.9995897374 -0.0106555419 -0.0265827624 -0.0004161079
1520616231.087879 0.7178772146 -0.4988345426 1.3899043579 0.9995798294 -0.0112034706 -0.026720588 -0.0008105944
1520616231.0962117 0.7179330564 -0.4989643389 1.3899671974 0.9995691618 -0.0118336137 -0.0268362551 -0.0011277376
1520616231.1045458 0.7179489525 -0.499108838 1.3900018476 0.9995512235 -0.0124240351 -0.0272067966 -0.0016688568
1520616231.1128788 0.7179568392 -0.4992361367 1.3900514319 0.9995415837 -0.0126998655 -0.0273924149 -0.0022341549
1520616231.121212 0.7179794828 -0.4994186754 1.3900943773 0.9995303769 -0.0129399925 -0.0276507941 -0.002648742
1520616231.1295447 0.7180017495 -0.4995984739 1.3901257171 0.9995198847 -0.012985319 -0.0279591618 -0.0031091534
1520616231.137879 0.7180352279 -0.4997599044 1.3900898939 0.9995216534 -0.0125961588 -0.0280457475 -0.0033522086
1520616231.1462119 0.7180699296 -0.4999201343 1.3900392391 0.9995197554 -0.012108182 -0.0282741362 -0.0037714442
1520616231.154546 0.718090506 -0.5000473616 1.3899773528 0.9995173755 -0.0115754508 -0.0285310624 -0.0041235359
1520616231.1628788 0.718141695 -0.5002210129 1.3899257005 0.9995134584 -0.0110976027 -0.0288307362 -0.0042986434
1520616231.1712117 0.7181896692 -0.5003557355 1.3897923588 0.9995137083 -0.0102069993 -0.0291228961 -0.0044744845
1520616231.179545 0.7183886604 -0.5005355238 1.3897613709 0.9995165138 -0.0093965757 -0.0292964138 -0.0044903407
