1520531127.3506045 -0.003481539 -0.01423909 0.023503268 0.003869427 -0.005626456 0.018465748 0.999806166
1520531127.4006064 -0.004684203 -0.015367829 0.025351629 0.00297228 -0.007286333 0.018921113 0.999790013
1520531127.4506125 -0.005776674 -0.017953044 0.023247937 -0.001632344 -0.006674096 0.019424701 0.999787688
1520531127.5006096 -0.005501495 -0.015548713 0.023132114 -0.004567666 -0.007079799 0.020757141 0.999749005
1520531127.5506108 -0.005927106 -0.015377318 0.023287235 -0.008313525 -0.007803468 0.023126967 0.999667525
1520531127.6006477 -0.005710322 -0.015477223 0.022987885 -0.011497049 -0.008936659 0.024325542 0.999598026
1520531127.6506135 -0.006241942 -0.015367343 0.023428064 -0.012327286 -0.00906146 0.023700725 0.99960202
1520531127.7006156 -0.006673279 -0.015256386 0.023732629 -0.013912478 -0.009597466 0.021251606 0.999631286
1520531127.7506206 -0.006969793 -0.015447006 0.023962535 -0.017634341 -0.010539624 0.017852949 0.999629557
1520531127.8006227 -0.007875058 -0.015224833 0.024682662 -0.019450583 -0.011185266 0.014871541 0.999637663
1520531127.8506248 -0.009902555 -0.01590397 0.025103727 -0.01892766 -0.01240823 0.012177101 0.999669671
1520531127.9006257 -0.015102183 -0.015618845 0.022975411 -0.017786536 -0.012828724 0.010950834 0.999699533
1520531127.9506276 -0.016630206 -0.015947625 0.022873234 -0.017553532 -0.015138125 0.010865141 0.999672294
1520531128.0006287 -0.019472072 -0.018052842 0.024340071 -0.018091641 -0.016862219 0.011615659 0.999626637
1520531128.0506306 -0.028849822 -0.026265597 0.024024095 -0.019564735 -0.015325995 0.010528338 0.999635696
1520531128.1006327 -0.02233219 -0.018571109 0.025431849 -0.011808938 -0.018635288 0.009383721 0.999712586
1520531128.1506338 -0.034852713 -0.027461149 0.026079072 -0.007565413 -0.016982526 0.007597242 0.999798298
1520531128.2006733 -0.03821094 -0.033986155 0.027218107 -0.000481155 -0.018543873 0.005634745 0.999812067
1520531128.2506745 -0.044362981 -0.038409989 0.028518856 0.008450453 -0.019920884 0.004598666 0.999755263
1520531128.3006763 -0.049355544 -0.040430408 0.030159758 0.016257135 -0.021736767 0.003462889 0.999625564
1520531128.3506773 -0.055890817 -0.045820557 0.029893046 0.019086942 -0.023184294 0.003115216 0.999544144
1520531128.4006793 -0.072171852 -0.062470894 0.0286937 0.014872102 -0.024000706 0.002206145 0.999598861
1520531128.4506803 -0.07875111 -0.064325377 0.029078543 0.014105834 -0.028107993 0.001538931 0.999504149
1520531128.5006824 -0.085918657 -0.065751553 0.027958285 0.012845189 -0.031517588 0.000810354 0.999420285
1520531128.5506845 -0.09590748 -0.066059984 0.027765345 0.013990684 -0.035132688 0.000676665 0.999284506
1520531128.6006002 -0.112785295 -0.06615416 0.026205754 0.016453914 -0.03857759 0.002928592 0.999115825
1520531128.6506011 -0.121910341 -0.064018115 0.025613558 0.018629791 -0.041505001 0.004875134 0.998952687
1520531128.7006035 -0.127413347 -0.05512514 0.02535456 0.020715883 -0.045303576 0.006893108 0.998734653
1520531128.7506044 -0.143251687 -0.054129872 0.022444692 0.015248781 -0.04878258 0.009462483 0.998648167
1520531128.8006063 -0.153834939 -0.048896465 0.019460373 0.007127376 -0.053835385 0.010987903 0.998463929
1520531128.8506074 -0.169865623 -0.03962341 0.015008353 -0.002774172 -0.057431266 0.010232921 0.998293161
